Market Demand,Ontario Demand,DateTime,HOEP,toronto_temp,toronto_humidity,orillia_temp,orillia_humidity,oshawa_temp,oshawa_humidity,mississauga_temp,mississauga_humidity,pickering_temp,pickering_humidity,brampton_temp,brampton_humidity,sarnia_temp,sarnia_humidity,guelph_temp,guelph_humidity,ottawa_temp,ottawa_humidity,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,vaughan_temp,vaughan_humidity,markham_temp,markham_humidity,london_temp,london_humidity,brantford_temp,brantford_humidity,peterborough_temp,peterborough_humidity,niagarafalls_temp,niagarafalls_humidity,barrie_temp,barrie_humidity,brockville_temp,brockville_humidity,hamilton_temp,hamilton_humidity,cornwall_temp,cornwall_humidity,Hour,Month,Day,DayOfWeek,IsWeekend,IsHoliday,BusinessHour
18547.356798549128,15600.362104625077,2025-01-01 00:00:00,5.4920807569349925,4.004283041105468,91.17722322764786,2.7877647514624684,86.87802465698807,3.951064963666317,95.33510499282522,4.002784524175656,91.17807390204742,3.961063735281428,95.32399492970143,4.009294917395021,91.18848417083134,3.081767768906632,95.84272079113063,1.3200582551893865,95.589635175982,4.612652664636046,89.03303965461623,3.5364911070999456,91.25347414651277,-9.749735228167923,72.14022070704607,5.794969833893858,83.77296211105552,2.2157104950027717,95.95502799067458,3.7687442780391334,87.17108343964645,1.4236963733358818,93.93120996744359,2.2866236247523792,91.9296226303241,3.5448068707388414,91.3066529548735,5.28964580616848,89.05755369343919,2.7895074851219483,86.86094487127225,5.469856845025282,96.32894040212096,2.373831854417693,90.08447906012096,4.9924155688030964,94.01841911428681,0,1,1,2,0,1,0
20459.49288870225,18670.439144976554,2025-01-01 01:00:00,36.06982801651057,-0.5690703640794341,84.77015382919005,-4.532725292241717,86.34005487600038,-2.845986708135308,85.28472905618983,-0.5682381461889614,84.76014533328956,-2.830302326120073,85.2858961381343,-0.5657558467397039,84.76306804437834,-2.4187425864589667,87.99174940976772,-2.468715116839516,86.82615743693103,-9.96691522660658,78.70251949229399,1.6009449117716184,79.38931551055187,-15.692369900192535,71.23877938355902,-6.41968980675129,77.89138202485448,-3.426246434324191,90.50388996138466,0.2319350457741729,86.86229968688545,-2.23727423014285,87.25884447911295,-1.6856262587809567,85.11303027631774,-5.138666176909232,90.44436545951942,-0.7560965642892703,84.00094120984025,-4.53938593671827,86.34044572636617,-7.885335748784692,84.76597098893276,-1.6575987603263886,88.43924246693483,-5.46244620946076,75.36543053046339,1,1,1,2,0,1,0
21945.004295380484,19697.741228369523,2025-01-01 02:00:00,27.100956613741708,-0.06874986513498893,70.91251253448009,-5.5939580339948805,84.48378460681572,-1.2836979430376982,80.07885176035062,-0.06977119432595025,70.92293581801547,-1.292611829623577,80.08324143322618,-0.07349599090644787,70.89182991837873,-1.1041062618163147,65.04673531848103,-2.7708062058165233,78.07065025925091,-6.675544400743816,78.43802015020195,1.2884445215547906,69.19242558350234,-22.76631268957661,79.06025868846409,-1.4574474831356339,65.86726691368793,-3.1582436237095584,82.49192289696327,0.5145533195892047,85.67388208188713,-3.841493685101013,69.4761950463103,-1.11273789564828,73.0109542951422,-3.7529267911182926,85.48392957733093,0.4300575319228219,75.06535223038667,-5.6073995456295025,84.46219829061832,-3.825022302873321,70.41721904587749,-1.1439628381501752,79.70449018356256,-6.4158260711913515,77.0574972862798,2,1,1,2,0,1,0
21787.650083216453,18993.019396080195,2025-01-01 03:00:00,28.183230929009977,-5.69049408749197,66.058952051864,-10.559882991997723,89.80229217789666,-4.060992725789465,73.07131000719693,-5.697210770986123,66.07028107374856,-4.061250094822649,73.04476032239646,-5.690311612272396,66.05277623886975,-4.160476983838989,79.94617068235395,-7.004326707309397,90.61521822632203,-6.718075620792074,78.10297100138102,-4.319764607270496,74.80123834972149,-5.968054211589524,64.89254015950323,-7.779219424995493,73.37380365136362,-6.113388128115771,75.51766597213624,-4.546220122656099,67.50053568646544,-6.228084774421607,75.82759118839353,-5.017685014555167,83.29720094678542,-6.7015084469540005,79.8629264122117,-3.508955897337882,70.48935078460585,-10.55288612010493,89.81932803234628,-7.339889518897803,75.37346184676021,-4.7971108049653965,71.81275506940452,-4.601550505432586,82.0253116408593,3,1,1,2,0,1,0
19237.370929608973,16397.492263530825,2025-01-01 04:00:00,47.7327173321009,-8.55900951938025,85.060262792903,-16.735933499465133,91.837091670919,-12.012553269099765,84.33062778766886,-8.552444387669244,85.07281957971134,-12.002152475165875,84.34480334327749,-8.56200060815318,85.06224992293357,-3.966788334416996,88.17784597204303,-8.445272165522798,91.54509469931833,-12.063175330443627,74.52464963131219,-1.3173935854379444,74.76971566983634,-9.06042185416132,92.63520084272126,-13.181839661818838,83.32970730817017,-12.328832990689161,91.4269873183812,-4.694205539753477,70.66694701562102,-3.6605352667639703,88.62519508898457,-4.269086769994952,80.64202683944441,-16.621627525688805,81.25476765277817,-5.415498197379227,92.99333015351404,-16.728435782336152,91.840379838383,-8.25688056924013,73.58926558606478,-4.218428743034776,79.09099178565693,-12.880805286056326,76.61697906803171,4,1,1,2,0,1,0
18710.156285832738,15026.358326062367,2025-01-01 05:00:00,29.10563141375009,-4.401344701532952,77.87475635468789,-8.566351317943552,81.92686424695263,-6.718355517985032,89.83789971543726,-4.3977287549107515,77.8787445014147,-6.7087028728771365,89.84089487473821,-4.391764864327674,77.88069271012645,-3.315509879619121,69.1359511259747,-6.622311802373185,87.20950326541436,-15.909030043594429,72.02484075103811,-1.4992161132884056,63.81339782465696,-16.122695013297616,74.59726416076664,-7.898135863690161,63.973646823934004,-6.29281932204566,90.64390384762902,-3.0444820990429577,76.7905006660837,-3.046115759375585,64.91452218796621,-3.0070503959700847,79.13833745477578,-11.518725506890764,100.04639580970365,-2.29603037987129,66.65899056853212,-8.567587120856498,81.9283192397302,-13.29084974840825,72.60005957397223,-4.052462905583031,76.12641690645812,-14.956486226750595,83.04631827393038,5,1,1,2,0,1,0
15725.678413731786,13266.909057059183,2025-01-01 06:00:00,12.301769271087382,2.566838074001639,89.55606263614112,1.0379503314572949,93.01305580261192,2.876879447492964,91.687577173866,2.5656580512736538,89.56902838961048,2.8729429092768797,91.69883255964835,2.56854544199172,89.57373941387631,3.5503148022713833,97.54890805205955,1.65537902904138,95.59876279888749,0.5035775691940447,90.1973678642429,4.585585099417881,87.8832799133473,-12.619888761212898,82.81844721663703,2.7808531679915953,89.54386573408989,2.57852606888909,88.93493758384713,2.2376519020329746,96.61475665511773,4.157249289320695,92.60348297063662,4.3848583413939295,92.5434608168687,2.1863661861799306,95.20211294556148,5.830624947623816,91.25700964085544,1.0365471561623947,93.0114323288258,2.024031163919709,90.32428776043167,4.177467101832447,93.05444144829691,2.092213258818049,92.71441433869997,6,1,1,2,0,1,0
15719.14406649123,13885.305931005041,2025-01-01 07:00:00,23.09225110098667,1.1711111784397845,94.22802673448533,-2.325448084108059,91.02563164011059,-1.3703428365296246,101.87251617634045,1.1766651740539942,94.21120928918552,-1.3715722061592963,101.86782332598418,1.1823932648914148,94.20353366744402,0.10799418824667795,87.44582628770866,0.3859537051452415,93.50972259791655,-5.22607177869779,104.69398764229906,1.3473878950303466,93.28475609097825,-3.959695097986467,89.5818912445965,-1.949741093523012,103.10220516999182,-0.42855936091326985,97.18403158813733,1.3732845120746355,93.1879199993839,1.2368538335832628,90.80170329480917,1.1329591215582786,93.37115555561908,-3.2000338402067827,102.0970282414959,1.0192121397203113,98.46143686512437,-2.3380775648261602,91.01141583870351,-5.63426242861071,106.02887411068683,-0.38561053743226026,99.23788856491971,-2.3692653113251305,101.62175402297358,7,1,1,2,0,1,0
16212.372005662945,13790.74520944375,2025-01-01 08:00:00,17.931699852262884,2.0497933083871818,84.62333339237175,-2.2291215962673627,86.82533313654156,-1.9847316632123895,87.45177405431578,2.0584717212477033,84.62155002313939,-1.98636760674324,87.44642682275258,2.0578281423511964,84.63930094423692,1.1916498565023907,94.60652626770384,-0.9297992393082977,92.1897834846661,-5.8155489340835524,95.35662430234855,3.7319961972626117,75.36662944613252,1.0973683708227888,84.24761994614173,-2.81271707440865,88.7910360234059,-0.6704159746447056,89.46028968713304,3.339720395942217,78.53222392758295,-0.5883856879275324,88.14626111618121,-0.41072688871093366,89.98858004760874,-4.069324328865265,93.34929382377221,-1.885715064114593,86.12911102026106,-2.2149949004938954,86.80496472547227,-7.7276943989178015,94.80149750950916,-0.5959103066418212,88.00593065488025,-4.261856863787188,85.06217360440986,8,1,1,2,0,1,0
19549.068156959234,16982.187423706455,2025-01-01 09:00:00,58.123203927347305,-21.55252846209006,66.52639584895037,-24.621905704687954,69.18003263779107,-20.85395433070665,58.5194410770129,-21.543346596818697,66.5336271603402,-20.83303370537034,58.49982008537367,-21.540354300070923,66.53507964997382,-17.24222999157123,60.17109195440754,-25.279016882811497,71.46949045945816,-20.359688597219815,59.09769065655732,-18.34691456375529,77.4457016396154,-35.584193317995194,65.98013041299288,-16.53661506455236,55.50583528653792,-22.87789976698198,66.64582199984905,-17.244929365447717,62.924122236219674,-19.486233411525006,73.33944425025166,-21.490595981037192,63.463776788842885,-23.7028422002813,62.08267133273403,-16.70996053914209,66.71542569012051,-24.641121678870608,69.1682407290724,-18.654684611619295,59.69818270146379,-20.38980726002162,63.775527721464364,-19.787868154469734,56.29490100116395,9,1,1,2,0,1,0
