DateTime,Hour,Month,DayOfWeek,Day,Ontario Demand,Market Demand,HOEP,toronto_temp,toronto_humidity,orillia_temp,orillia_humidity,oshawa_temp,oshawa_humidity,mississauga_temp,mississauga_humidity,pickering_temp,pickering_humidity,brampton_temp,brampton_humidity,sarnia_temp,sarnia_humidity,guelph_temp,guelph_humidity,ottawa_temp,ottawa_humidity,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,vaughan_temp,vaughan_humidity,markham_temp,markham_humidity,london_temp,london_humidity,brantford_temp,brantford_humidity,peterborough_temp,peterborough_humidity,niagarafalls_temp,niagarafalls_humidity,barrie_temp,barrie_humidity,brockville_temp,brockville_humidity,hamilton_temp,hamilton_humidity,cornwall_temp,cornwall_humidity,IsWeekend,IsHoliday,BusinessHour
2025-01-01 00:00:00,0,1,2,1,20894.077184525497,24131.74101116039,113.99947000347136,-12.17453769623355,59.241866620309686,-17.49543349108923,72.7252422259458,-16.143864104374135,66.04527508104695,-13.930008292806182,58.16835110512325,-13.30875688580366,69.96171183248116,-13.166527499528753,62.708713427225796,-14.444619970037657,67.86162787286636,-14.218277518645012,70.2757478103989,-13.96069524775011,69.66709147677668,-9.821938371938053,58.06406150859053,-17.44587779951827,61.66939217271471,-12.164494070748916,63.646941940702376,-12.67978719683687,65.01724137405313,-11.212821408049845,64.6493964747119,-12.387226291120168,66.81524971934596,-14.072961916023875,71.8327962455256,-13.736702052513499,67.56372312720873,-10.349053207527561,64.10802212876351,-15.126145953061688,77.02371189621527,-11.93430638520649,73.55427898811477,-12.525223411314276,67.3374464964323,-11.657708058859264,70.3683835091969,0,1,0
2025-01-01 01:00:00,1,1,2,1,19297.305164451245,21873.579249186718,54.90362422131548,-6.633256115220215,72.25501121904851,-10.17793094208299,82.30075192507223,-6.874864774887699,75.74337097504828,-7.120831135907942,72.81618760851534,-7.471508978926319,79.01762623396031,-7.292730347884165,72.07323279868974,-5.576124893139652,79.15453691794568,-7.999824710604512,82.9707656346667,-10.34139528312161,73.1704238505727,-4.969389925357527,70.47023801529474,-11.288784281157971,78.96651494116442,-8.043216312017629,71.64956600738392,-7.383237537269516,75.25469800649412,-4.26048494350377,74.09406832064106,-6.342189838099014,81.67665046417702,-7.083576250654851,81.85345106036526,-9.962586846118054,82.86985940893967,-6.2638577022461615,75.54353941986642,-9.781204032490876,82.13889005565808,-10.869152299816777,77.58073306990731,-7.2784016023241485,80.33096990696062,-10.527851260904486,76.90278078092727,0,1,0
2025-01-01 02:00:00,2,1,2,1,18101.687322734302,20695.40872365635,18.760101588136735,-1.8658520485609609,67.4872542856979,-2.8442251197184385,74.53859053770898,-1.384368648978613,70.25188512150422,-1.890471071027621,69.00756910625952,-0.7998819228569198,68.13005118726451,-1.9763186110937463,69.62329777377111,-2.1011084626951,78.69307774761806,-3.305671003270934,74.56467946013836,-4.613317719425112,73.74931901116818,0.17581740787452427,65.90336938502335,-9.891933247406206,77.63336516225414,-2.070782445314826,72.79773804193236,-3.2314475569646337,73.23893044162155,-0.403834728537249,69.55734387204336,-2.9388347791932468,76.17616942294451,-2.3175398483403638,73.01095675880914,-3.1516575034960814,76.7957537120803,-0.32167323739802045,66.31595863846862,-4.98068047127596,74.61202162492302,-3.1652084414242943,73.84202557634246,-2.1561556405057103,73.95677877559339,-4.14982630014581,77.66653394898812,0,1,0
2025-01-01 03:00:00,3,1,2,1,17145.655811721488,19599.885733030056,19.07973889968892,1.6372143545994886,56.42456232024317,-0.08014926329242211,66.59341011692841,-0.7789717776600122,64.90622353439713,0.5085796398645952,60.530494231472915,3.0862620075218548,64.06575564307201,0.4275554287476018,60.24685093373061,2.392556561729559,73.66652770711754,0.40816920584826555,71.6557818503316,-5.413980206389816,71.02731641051307,1.8969440583765897,61.31518258352842,-5.407556814832314,93.79809517080221,-2.8086122662133657,65.57291264725086,-0.038548667372178436,63.326418690672774,1.6743995046031985,60.220981976563024,1.035809534547501,74.90177707112883,0.8439818850420462,81.93720133005705,0.635342861145789,75.70957827037546,3.1250750083889516,59.96303587572905,-0.4655464316435989,74.04588715910974,-4.842786076273772,70.18499968832748,0.3550027590928062,74.32458416945458,-3.964125385413265,70.54760086306898,0,1,0
2025-01-01 04:00:00,4,1,2,1,17261.557119454086,20046.043448801098,31.953512315240847,-7.5145594774436795,78.91693919948145,-13.648213521957691,83.2749011191246,-8.71682835411695,84.11125173931694,-6.517621327151447,76.84646149856033,-9.061179111149768,86.31330533898604,-6.755468372674063,76.28504482651798,-4.365663307626022,83.36048305464844,-8.798013700078481,85.41249073523515,-13.784319047013984,79.93244513369457,-5.0105726710667575,75.43163876785347,-10.928989150130503,81.11881303806847,-10.48087715496013,76.01006969601681,-7.999214118797347,81.40571639780636,-4.543281853434231,72.30837027961522,-7.791387811411496,86.1772787435182,-8.338463189463317,84.65652035234902,-12.201297992170682,88.30902393741441,-5.620543329808692,83.48272356388495,-11.980683991101682,82.21706747827817,-14.432533398207891,80.82217240608009,-6.918389612993768,85.19456680517223,-14.10329638446412,79.34133451547586,0,1,0
2025-01-01 05:00:00,5,1,2,1,15630.890597520356,18315.776915777005,19.86005466429488,-6.296127381290197,72.02806875216899,-7.781265355365823,84.84129363400602,-6.479936852841446,77.58091821646553,-3.0351775638859015,70.53773555230514,-6.3423679589142425,78.460822508059,-4.57219915296099,70.76253205992217,-5.269364504234824,79.49227864112112,-7.007561092211871,81.93334189515531,-11.00886944114508,83.5003460862999,-2.755164582290136,69.41893885388542,-13.634847120973113,80.25288935345259,-5.355051368142688,73.73703715609602,-4.648618079015775,82.78580273284368,-2.261824871405418,70.42836575023884,-4.985864781206718,80.37103385422503,-5.323552449523187,79.34959505218977,-8.58116328364636,87.82460493054506,-3.533769730405719,73.45761751285407,-8.400734741593716,85.96268447739888,-7.922924740786597,86.00521647556762,-6.963846110310287,80.77432552278312,-9.461170997514659,86.43375566178771,0,1,0
2025-01-01 06:00:00,6,1,2,1,14801.70520263395,17447.70813389691,12.237558159776366,-2.4195248096232107,67.69862272790303,-4.036915729087367,80.5621676181764,-2.3874150712001097,73.75480926316811,-1.9373400708320219,67.03414936072262,-3.0288187244718574,72.68027901502575,-1.9795531428456985,68.6059797073327,-2.3078955482038124,74.30441085702586,-2.921471515510658,76.41387948058868,-6.923027874859061,77.69457402080523,-0.7031177208829589,67.588963139673,-8.843941246100789,81.14003627662842,-3.8618611822776354,74.09132131727921,-3.699219598202643,74.1943648460796,-0.3183278802488556,68.83042294111877,-2.4553230827383214,76.37705330307023,-1.5998517016480598,76.25390131066854,-3.375744065407204,80.70047562780717,-1.6243858830562412,70.10738696517046,-5.188912497291124,78.99705365103773,-4.153386783061611,78.04222237641953,-3.3340517271250945,73.61786449181655,-7.715360106960506,79.01240158709285,0,1,0
2025-01-01 07:00:00,7,1,2,1,13880.212667676593,16425.078091138897,19.324588990211634,2.303494162456486,103.48959079901923,0.2552203453539841,96.58373828092131,1.9028252293983527,103.19184720756516,2.7132664398887583,98.96252383301152,2.6539143629036106,103.91986372376788,2.6942130174015233,98.50019984627365,3.7659207147003357,98.81430382596929,0.01645573693635516,100.32492550463229,-0.5214119932479164,95.98577556838657,4.636658375503506,96.12680511741634,-7.682988978134057,89.02641313426199,3.1633393476221325,98.26261503917647,2.3388353054808775,103.44825366935504,2.6257960100923428,98.34852763599436,3.2159716905895825,99.28503958748232,3.6206952483476753,100.72699508233443,1.7071444537144709,100.73566562401535,3.7195264558042354,102.27851505536466,0.6552678513393984,97.62178255865227,1.275222498160156,96.77518240590564,2.33440750919576,100.41097685523211,-0.19193911045297973,90.07849023620498,0,1,0
2025-01-01 08:00:00,8,1,2,1,14046.555735604268,16799.753885699574,16.29695813681807,-0.8429453151481319,79.9861790127355,-3.6238537798667485,85.69405628347728,-1.8517507033725202,89.77195807247465,-1.8535628923506544,79.79474325925676,-1.53958288363508,86.04586173032774,-2.4615696434330983,78.38429279272975,-0.814635089885686,84.94560178148379,-2.3175514274001348,87.04529015108086,-6.30375522654737,86.1994497824271,-0.24307563704687984,79.55415755423464,-9.219678782259386,82.91309805195968,-4.1793249039014295,84.56242671562357,-1.7782626285653418,82.6319968240984,-0.3400347518325977,79.5197531038743,-1.5161950364057053,88.10152976548194,-3.348319191392857,87.50397865835815,-4.284595555733256,91.67954355256462,-1.3392522666325337,84.51759322832335,-3.6874531333104983,85.31994597227742,-6.138437351691936,88.10707944125276,-2.2184238691267293,87.17675990874352,-5.94091427175379,87.71485222263819,0,1,0
2025-01-01 09:00:00,9,1,2,1,14232.743112813023,16823.73139818931,15.262091013596951,-1.983711452840096,77.32308911163062,-2.5189630413038175,84.89671046442282,-5.121861482475763,83.55691262849035,-3.2483640275982566,76.09677123661517,-4.5186812126926705,77.7125088124696,-5.423434083783156,74.3621257601904,-3.9272608968433276,82.22804120763914,-3.8564700750571785,81.78718697515787,-7.026166080160952,81.91939914196416,-1.386697198019119,74.35527359356634,-9.1823017912727,82.48062392867693,-5.724391260996838,76.38943847478191,-5.882890000843865,75.221306804385,-2.3286702764256004,73.32791349211031,-1.8597431163295481,86.49983249367855,-4.280127958773807,83.80827094074608,-3.83133190997264,86.94431527760133,-2.9656517679237115,79.14761594872125,-5.655337388112676,85.88622284038924,-6.316152429670495,81.80660627739434,-1.7425870532977914,79.75109325576042,-7.856507934303922,81.56721283808972,0,1,0
