Hour,Month,Market Demand,Ontario Demand,HOEP,toronto_temp,toronto_humidity,orillia_temp,orillia_humidity,oshawa_temp,oshawa_humidity,mississauga_temp,mississauga_humidity,pickering_temp,pickering_humidity,brampton_temp,brampton_humidity,sarnia_temp,sarnia_humidity,guelph_temp,guelph_humidity,ottawa_temp,ottawa_humidity,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,vaughan_temp,vaughan_humidity,markham_temp,markham_humidity,london_temp,london_humidity,brantford_temp,brantford_humidity,peterborough_temp,peterborough_humidity,niagarafalls_temp,niagarafalls_humidity,barrie_temp,barrie_humidity,brockville_temp,brockville_humidity,hamilton_temp,hamilton_humidity,cornwall_temp,cornwall_humidity,Day,DayOfWeek
19.0,12.0,17364.240868573277,12498.362094955795,61.972224410045186,12.294368922954868,83.20824406394436,3.9688313018252153,108.50411975562582,23.557582069967914,74.06469046949357,6.661385638653451,99.52264251182302,-8.572828242161814,95.39967071541491,-10.453725011936635,69.8458069014311,8.000319363610158,104.30063867650077,12.641293006216458,56.732337419655266,3.4823406364250937,56.69663567029163,-2.148715860112617,66.61996325221124,-6.795805941919408,82.12577924810468,-3.9782032636733256,72.6136780622637,18.154485608854316,102.11958010208787,16.60037111646036,81.78362770798216,19.241237393455457,107.3466519998792,11.194046591096708,74.31865364921141,2.270516649371344,69.68253912544488,-13.273123875528913,99.39265438922689,7.1464158697271225,108.5125479110333,-18.783783103751055,120.43725711344642,11.224670641282291,72.54620016180114,13.752274066809402,55.44071960685815,31.22280569981913,-0.15253857625484013
23.0,9.0,17167.886981370648,12272.926276195627,50.137519047468174,13.222448533035175,79.87931346541201,4.518460753270377,103.97588843252423,19.60275885109054,70.84175516501608,8.176071288252972,92.0314431563145,-4.441215685692958,88.7315507501934,-7.564538971442753,73.97812581624717,8.647774948502962,98.46247884334801,14.311862538937927,65.73416340015866,3.5005420182274314,61.96975565795299,1.4415726601312446,69.10396881316474,-4.832378659791953,83.32669646195538,-1.5157622107032065,71.70181577434796,14.733629640407553,95.38257796914154,16.90766712632953,77.67134061273373,15.75619783432207,103.77367911441357,11.582135505820617,76.7147453241237,4.225590004856559,69.40428431071649,-6.129072344256908,96.9037366924926,7.204395757593827,101.33896361233776,-13.331898965564125,116.34125885969868,9.815985762345523,74.74740788036982,12.287118938892108,56.13787837520411,28.28916963808964,0.04145646765400235
17.0,3.0,17442.91718848882,13161.736537179193,50.034977432873056,14.928972659299207,77.98814379768196,4.590289324925292,95.60336595810513,18.64635186779524,75.73930063719821,6.054913303266994,89.39237048079238,-1.4388729634140827,87.3716243995985,-3.2464609443193453,67.41842129119982,6.4964561911602905,94.55814407166095,9.942473628634419,61.91243291748545,5.168587221891849,59.203724045879774,3.234346585721908,68.08535780098568,-3.1975137175933646,79.89539397679702,0.47125601398766914,72.48777306753071,15.061195417527987,91.30398513840063,16.37570194594513,80.42984456747702,14.076733596064152,96.69838455183555,12.316495930880745,75.43407393509291,5.6219707946856,70.86563526706843,-3.765955846316313,93.04664117472328,9.290142229606339,95.03428877100293,-6.160045633104498,103.27363783479586,9.066037667978412,72.75686486673855,9.730553606899011,61.310584063999094,26.343734219259062,1.0357152529183444
19.0,11.0,17364.59897210416,12616.91394081428,52.63253664512611,12.369353599408608,77.44186517186482,5.099453336006125,102.42432010411952,18.292600904699697,73.44630861640577,6.808942385750821,94.43169529105802,-3.674262169473362,89.1517250106362,-7.795998973798335,72.12902548207153,8.170276134169258,95.17550403604685,12.51243017518572,63.308668041174194,3.0603237640695546,60.66320053796493,2.2312456311438824,68.54792692793507,-5.241367197084434,80.8652224498671,-0.014041894013343992,72.62754651422428,15.244383370913422,95.39112558311935,16.080777589028393,76.95377287151155,17.166214868573988,102.05185515239809,11.779258317274302,76.18151560508016,5.935675460465272,69.99507270628538,-6.784893250601133,96.76798991074521,7.835779843185142,99.33633201522801,-12.396629773855778,114.3575325854095,10.54498709942346,75.89567886182732,10.957516131162615,57.93699550893679,28.268161282559056,0.33509889607113275
15.0,4.0,16938.63637880135,11267.278106685193,62.346912938521086,12.602262601519444,83.70732537827087,4.016500871622664,114.63299184348918,23.12342427354414,69.01800040871557,6.030542100129573,99.34863287187355,-8.08291368937031,100.99298488640065,-15.023882644150449,75.66923719693187,9.44003766968224,106.86730562711223,13.936278037155125,57.9550355907075,2.774183849770341,58.72653440762558,-1.4325812044159232,69.82723205370313,-9.442693615082604,85.3176553029394,-4.245384347533035,73.70171293858876,18.39637906837357,106.07753079423979,16.0123569845809,81.12759467287474,17.380033636875282,114.35612217702861,11.266677831314992,79.28281735528662,2.896362635948744,70.67450745763837,-14.898916110955458,104.2934341358696,7.840828051855232,112.01575443621519,-23.390256632123208,129.21599299009344,10.914880811021042,76.32203450610788,15.85884773683997,53.83649979708342,33.36767255002451,-0.9470339028361989
2.0,1.0,17507.874179494112,13819.303849103031,46.594505277003975,13.118918985755194,77.2110533147757,5.163911167903937,90.8141846103933,16.75208046845515,75.55556028416312,7.117977245469792,85.3388184304574,0.1719086775089238,85.90659859514433,-0.6221875741057854,67.42885647736905,6.696244556833687,89.85194362500079,9.744791455931496,65.5030927496357,5.500477917843748,61.904761125926996,4.4907385760571366,70.2500022899779,-1.8278853919278624,78.63556253311202,0.7788037888331782,72.82065930773842,13.854185283668565,87.83016978162527,14.903076652826801,78.56596327868272,13.220108198813422,91.86267252049785,11.044271797339645,77.1098406460909,6.514770831895933,72.56009117100102,-1.2559029090900484,88.37046102512652,8.337615356116265,90.88128409922767,-4.5079671841894315,99.30226232943787,8.831622827708424,72.0171108314498,9.300271891667759,63.57476122424339,24.07751898600169,1.3629871194616792
15.0,12.0,17277.620488661978,11809.523164596065,62.8602355654628,11.57290985569513,81.52957821039327,2.0705230851540906,115.0420130486191,22.19959325646109,70.75858926377364,5.406592164068259,101.22769555858616,-8.751735366004551,96.64812258655631,-12.455675347368492,73.50346833190991,7.63652564553543,105.56253192853708,14.419806111071686,59.190601558925025,1.3291194300685705,55.75594033167293,-1.5807626901554865,69.22809629735903,-8.195296503343704,82.7606105522347,-3.9588996341018525,71.95716278799635,17.40315339051231,105.11880439601129,15.668235686689275,80.21536895570043,18.053744449333063,112.29028481843554,11.634758747449673,75.13465657281837,2.145148055157364,70.41162796447469,-15.571716361433388,101.93390384825457,6.729725605700188,111.11365159003606,-22.89778297713089,125.8435955394092,11.73182227834393,75.00799974686686,14.40566108108938,55.45823417108268,33.6454923654258,-0.49175439280006605
10.0,12.0,17234.78488547884,12661.926765781694,46.49149211785625,12.10430644210437,77.2887315211577,5.510950543460722,99.7630505698713,17.254257145601528,71.71266953385322,8.012328113837789,88.49661320132059,-2.4979687047915107,88.66097200165429,-5.8211680120241684,73.58546644800967,8.673127000677804,93.88931394597213,13.45478416616734,65.25947504730152,3.519695513823212,64.38047002972921,3.874312290109879,69.94620597181975,-4.403678722049417,80.39469672613151,0.7313642208941937,73.13623867069154,13.435097411456947,93.0945033334095,15.187758319674845,75.46720600110156,15.048867962712606,100.30797545350786,11.057164888955906,77.93658415712926,5.935446914156321,71.17687745492552,-4.377943498918322,94.20191800282318,8.205795455592364,98.03694302031201,-11.78704104439867,111.85346036944858,9.515820533303124,76.17711842835826,11.251598075121386,59.448538661276274,27.0845520848763,0.43236632027235
14.0,2.0,17329.433888302512,13468.868745768606,43.1214520981334,12.998880177015035,75.71652540013997,5.567157882602817,93.53995648228391,17.09273174273691,72.47985147172838,6.854446168220357,85.88656562132752,0.17765935120521625,89.02479027300237,-2.784171592351404,69.97933168535029,7.962177099370854,90.88809902164263,10.468088281907873,64.8371188311612,6.416112005510126,62.735328417282794,4.256455251404998,69.17967622251652,-3.151422071515332,78.78422550378534,2.3353229544147878,73.38178642537873,14.253368217165397,88.59753351573495,14.094494076783118,77.57902585423341,13.643021864730741,92.35487405575067,11.011566321063476,76.9854957971503,6.371087822585808,72.0443315542483,-1.7792398532865992,90.81136506426111,8.810838659328361,93.76144777462626,-6.541975136310337,101.9964538013731,8.284339437625762,74.08049528964558,9.44449162078038,62.903351282624996,24.881946358028397,1.258027600546956
12.0,12.0,17433.825001102658,12184.886770666199,51.18899189507009,16.78797438675172,83.92532252445261,5.717507459699228,100.07576494695432,22.031548659660917,72.9069438851537,7.286632623718482,94.20351827252014,-5.070249824163675,87.10795028965426,-4.472248799451455,70.69473311707716,5.252308223535007,97.39601248363576,13.380394477005703,63.3656288287736,4.237728429901446,58.44662515717126,-0.10973578214268898,68.01064387457727,-1.9449426840353294,85.77277140794529,-3.5054700293173813,72.28147936247095,15.4070837489331,94.15178912640785,19.54937505955096,81.17540385596979,17.214522581962704,103.1866688817392,12.02763165245836,76.51041628771115,7.572514326696574,69.08705810109791,-4.088753713787989,99.31407493736644,7.90854816438463,99.6228300710049,-10.923920167377847,114.43139180325497,9.77485456229725,70.13857927025363,10.058147633420699,56.33002435231023,26.538431373331193,0.2786909969732889
